,url,target
19639,https://www.wz.de/panorama/nach-missbrauchsklagen-insolvenz-der-us-pfadfinder_aid-49029711,[572]
19640,https://www.listesdemots.net/p/t/1/mots5lettrespremierelettret.htm,"[692, 1265, 108, 1494, 474]"
19641,https://dizionario.reverso.net/italiano-francese/tanto%20che,"[692, 1265, 108, 1494, 474]"
19643,https://cuisine.aufeminin.com/forum/y-a-pas-moyen-je-rate-toute-mes-genoises-fd876247,[907]
19644,https://fr.shopping.rakuten.com/offer/buy/3748316180/oeuvres-de-paul-valery-tome-1.html,[474]
19647,https://dictionnaire.reverso.net/francais-anglais/%C3%A0+l%27image+de,"[692, 1265, 108, 1494, 474]"
19648,https://www.purepeople.com/article/ronan-keating-et-yvonne-apres-12-ans-de-mariage-ils-se-separent_a56356/1,"[184, 358]"
19649,https://www.programme-tv.net/videos/swip/sacha-mineo-secret-story-6-est-aujourd-hui-charge-de-recrutement-dans-un-cabinet-de-conseil_46795,[184]
19651,https://www.cuisineaz.com/diaporamas/recettes-aux-pruneaux-1037/interne/recette/1.aspx,[122]
19657,http://www.jeuxvideo.com/news/825220/tennis-world-tour-une-competition-organisee-en-parallele-de-roland-garros.htm,[381]
19658,https://fr.shopping.rakuten.com/offer/buy/143728026/vikings-myths-legends-de.html,[531]
19659,http://matelequatrevingt.over-blog.com,[358]
19660,https://www.lachainemeteo.com/meteo-france/ville-216576/previsions-meteo-salins-les-bains-lundi-prochain,"[63, 1254, 1119]"
19664,http://alterya.over-blog.com/tag/shatofu%20:%20presentation%20team,"[381, 1343]"
19668,https://www.meteoblue.com/fr/meteo/semaine/index/champs_france_3027032,"[63, 1254, 1119]"
19671,https://www.gala.fr/l_actu/news_de_stars/photo-nicolas-sirkis-en-vacances-il-devoile-un-rare-cliche-de-ses-enfants_433872,"[184, 358]"
19672,https://www.linternaute.fr/dictionnaire/fr/definition/spherule,"[692, 1265, 1494, 474]"
19675,https://mobile-dictionary.reverso.net/francais-portugais/Incontournable,"[692, 1265, 1494, 474]"
19676,http://www.ma-cuisine-debutante.com/2015/12/roti-de-porc-et-ses-haricots-verts.html,[122]
19678,http://www.jeuxvideo.com/forums/0-3012064-0-1-0-501-0-sword-art-online-fatal-bullet.htm,"[381, 1343]"
19682,https://www.femmeactuelle.fr/cuisine/recettes/dessert/tarte-au-citron-en-verrine-11992,[907]
19683,https://www.gamesradar.com/temtem-tips,[1343]
19686,http://polkianne.over-blog.com,[184]
19688,https://www.meteoblue.com/fr/meteo/14-jours/revonnas_france_2983801,"[63, 1254, 1119]"
19689,https://www.tameteo.com/saint-martin-de-saint-maixent/graphiques,"[63, 1254, 1119]"
19697,https://www.ouest-france.fr/sport/hippisme/lhistoire-dans-la-famille-le-goupil-le-cheval-cest-leur-dada-2770994,[572]
19702,https://www.marmiton.org/recettes/recette_delice-aux-quetsches_18297.aspx,[907]
19709,http://www.planete-tv.fr/2018/03/noemie-de-lattre-une-fois-pour-toutes.html,[358]
19713,https://www.marmiton.org/forum/coin-salon/conseil-sur-la-sorbetiere-krups-fd85180,[211]
19714,https://www.dailymotion.com/video/x7oxhp1,[211]
19715,https://www.purepeople.com/media/adriana-karembeu-photocall-ceremonie_m5408636,[184]
19717,https://clients.cdiscount.com/MailBox/MailMessage.html/1501063256/CDISCOUNT_MAIL,[531]
19719,https://www.cuisineaz.com/recettes/flan-a-la-semoule-et-potiron-a-ma-facon-69123.aspx,[907]
19720,https://dictionnaire.reverso.net/francais-definition/Tu%20es%20une%20femme%20incroyable,"[692, 1265, 108]"
19721,https://mobile-dictionary.reverso.net/anglais-francais/I%20want%20to%20come%20clean%20with%20you,"[1265, 1686]"
19722,https://www.societe.com/societe/monsieur-kevin-pambrun-518900972.html,[377]
19724,https://www.societe.com/etablissements/monsieur-stephane-curabec-530851534.html,"[1687, 377]"
19725,https://www.ouest-france.fr/pays-de-la-loire/nantes-44000/nantes-tests-de-grossesse-au-nantes-atlantique-handball-les-joueuses-impliquees-prennent-la-parole-c0854172-50b0-11ea-b7a8-c7d8d72f83d8,[572]
19727,http://lambda.over-blog.com/article-room-perfection-2-solution-67236603.html,[381]
19728,https://www.autoscout24.de/angebote/-26e66908-08ea-4f1d-8e2c-d5bee7310f4a,[1686]
19733,https://dictionnaire.reverso.net/italien-francais/Varcare,"[692, 1265, 108, 1494, 474]"
19736,https://www.meteoconsult.fr/meteo-france/ville/previsions-meteo-nuits-saint-georges-3794-0.php,"[63, 1254, 1119]"
19744,https://www.senscritique.com/jeuvideo/Hyper_Metroid/28366592,[1343]
19746,https://dictionnaire.reverso.net/espagnol-francais/aqui%20algo%20no%20cuadra,"[692, 1265, 1494, 474]"
19750,https://www.marmiton.org/recettes/diapo/66317,"[907, 122]"
19752,https://www.societe.com/societe/fsi-franskan-333925121.html,[377]
19759,https://www.ouest-france.fr/elections/resultats/dordogne/busserolles-24360,[572]
19760,https://www.cdiscount.com/search/10/looping+pousettr.html,[531]
19761,https://fr.shopping.rakuten.com/s/4012927033371,[531]
19762,https://www.ouest-france.fr/meteo/meteo-il-gele-cette-nuit-en-france-en-plein-mois-d-aout-6480030,"[63, 572, 1254]"
19763,https://fr.shopping.rakuten.com/offer/buy/3720178373/telecommande-apple-a1156.html,"[531, 211]"
19764,https://fr.shopping.rakuten.com/s/orell+diaries,[531]
19768,https://mots-croises.tazzaz.com/definition/gros-faisans.html,[1494]
19770,https://www.lavoixdunord.fr/tags/chasse,[572]
19771,https://www.grands-meres.net/recettes-aliments/page/11,[907]
19774,https://context.reverso.net/traduction/francais-anglais/tu+es+interess%C3%A9+de+ne+plus+porter+de+lunettes,"[692, 1265]"
19781,https://photo.voici.fr/diapo-natalia-vodianova-et-jonathan-rhys-meyers-complices-au-festival-de-cabourg-2123,"[184, 358]"
19782,"https://www.automobile.fr/voiture/mercedes-benz-c-43-amg/vhc:car,pgn:5,pgs:10,ms1:17200_30_,frn:2017,dmg:false",[1687]
19783,https://www.sto.cx/mbook-166321-41.html,[184]
19784,https://www.leparking-moto.fr/moto-occasion-detail/kawasaki-z-z900/kawasaki-z900-a2-0km/HP5XRWC.html,[1686]
19788,https://www.ohmymag.com/people/jennifer-aniston-et-brad-pitt-au-sag-awards-2020-les-tendres-retrouvailles-video_art132988.html,"[184, 358]"
19793,https://fr.shopping.rakuten.com/offer/buy/329224829/petits-appartements-optimiser-les-surfaces-de-12-a-40-m2-de-marie-pierre-dubois-petroff.html,[531]
19796,http://monpetitabliernoir.over-blog.com/2014/08/delice-au-cafe.html,[907]
19799,https://www.purepeople.com/media/l-ex-chanteuse-diam-s-lors-de-son-entret_m2778930,"[184, 358]"
19800,https://programme-tv.orange.fr/programme/france-3/19-20-journal-national_CNT000001njn7C.html,[211]
19801,https://www.autoscout24.nl/lst/chrysler/300-m,[1686]
19804,https://www.meteo60.fr/previsions-meteo-agricole-nanton.html,"[63, 1254, 1119]"
19808,https://www.programme-television.org/jeux/mots-fleches/t7j_mfleches_lucien-lacau_f4_15x19_48,[358]
19809,https://www.melty.fr/jelena-les-anges-11-de-nouveau-en-couple-on-en-sait-plus-photo-a689987.html,[184]
19811,https://forum.parents.fr/t/vous-acheter-quoi-en-course/267853,[122]
19813,https://fr.pons.com/traduction/fran%C3%A7ais-allemand/progresser,"[692, 1265]"
19814,https://www.cuisineaz.com/diaporamas/desserts-chinois-1997/interne/recette/3.aspx,"[907, 122]"
19815,https://m.programme-tv.net/news/tv/249202-la-grande-metamorphose-nicolas-canteloup-se-transforme-en-philippe-martinez-et-le-resultat-est-bluffant-video,"[184, 211, 358]"
19820,https://www.cuisineaz.com/diaporamas/recettes-de-tiramisus-pour-les-fetes-804/interne/recette/2.aspx,[907]
19822,https://www.next-stage.fr/2017/11/destiny-2-guide-du-raid-leviathan.html,[1343]
19828,"https://www.magicmaman.com/,recette-courgettes-discretes-pour-enfants-anti-legumes,793,2207233.asp",[122]
19829,https://www.marktplaats.nl/q/van+katwijk,[572]
19830,http://www.chartsinfrance.net/Mayel-Jimenez/albums-singles.html,[184]
19831,https://www.cuisineaz.com/recettes/matelote-d-anguilles-42276.aspx,[122]
19832,http://www.jeuxvideo.com/screenshots/739364-2447090-0,[1343]
19834,https://www.futbin.com/news/articles/62/FROM+0+TO+1%2C000%2C000+COINS+-+PART+III,[1343]
19835,https://www.businessinsider.fr/video-jai-saute-le-petit-dejeuner-pendant-2-semaines-voici-pourquoi-je-ne-le-ferai-plus-jamais,[907]
19837,https://www.750g.com/tarte-au-fromage-pate-brisee-a-la-farine-de-sarrasin-r49470.htm,"[907, 122]"
19840,https://dict.leo.org/allemand-fran%C3%A7ais/Schraube,"[1265, 692, 1494, 474]"
19841,https://euw.op.gg/summoner/userName=Cavani%20v2,[381]
19842,https://www.750g.com/churros-r75012.htm,[907]
19843,https://www.lalanguefrancaise.com/dictionnaire/definition-carrosse,"[692, 108]"
19848,https://suchen.mobile.de/auto-inserat/ford-mondeo-turn-2-0tdci-titanium-led-navi-pano-acc-altdorf-landshut/292122100.html,"[1686, 1687]"
19849,https://www.purepeople.com/people/l-amour-est-dans-le-pre_p2061/articles/8,[184]
19850,https://www.lejdc.fr/varennes-vauzelles-58640/actualites/guinguette-au-centre-gerard-philipe_12608747,"[572, 184]"
19854,https://www.public.fr/News/Celine-Dion-l-ENORME-derapage-d-une-star-francaise-au-sujet-de-son-fils-aine-1627134,"[184, 358]"
19855,https://www.telestar.fr/tele-realite/les-anges/interview-alain-secret-stroy-en-couple-depuis-sa-participation-dans-moundir-il-n-422252,[184]
19856,http://m.jeuxvideo.com/forums/42-26714-50221385-1-0-1-0-comment-on-tue-les-machines.htm,[211]
19857,https://euw.op.gg/summoner/userName=HAMDLNL,[381]
19862,https://www.listesdemots.net/c/a/5/mots8lettrescontenantacgor.htm,"[692, 1494]"
19864,https://fr.shopping.rakuten.com/mfp/41085/un-village-anatolien-mahmout-makal,[531]
19866,https://www.ladepeche.fr/article/2012/12/21/1519550-masseube-les-dames-en-coupe-d-hiver.html,[572]
19867,https://www.autowereld.nl/peugeot/208/1-4-e-hdi-active-euro-5-airco-climate-control-radio-navigatie-cruise-control-elektris-32946224/details.html,"[1686, 1687]"
19868,"https://www.automobile.fr/Voiture/BMW-X3-xDrive20d-Steptronic-Xenon-Navi/vhc:car,srt:price,sro:asc,ms1:3500_48_,frn:2011,prx:17500,slt:dealer,ful:diesel,mlx:100000,pwn:96,cli:manual_climatisation,itp:partial_leather!leather,dmg:false,nvs:true,crc:true/pg:vipcar/287794476.html","[1686, 1687]"
19870,https://www.listesdemots.net/c/a/4/mots7lettrescontenantailz.htm,"[692, 108, 1494]"
19872,https://www.superguidatv.it/bitter-sweet-ingredienti-damore-la-puntata-del-3-settembre-2019-in-streaming-video-mediaset,"[211, 358]"
19873,https://www.rtl.fr/culture/cine-series/pierre-niney-vincent-lacoste-felix-moati-les-7-jeunes-acteurs-francais-a-suivre-7782726978,"[184, 358]"
19876,https://la-conjugaison.nouvelobs.com/espagnol/verbe/fastidiar.php,"[692, 1265, 108, 474]"
19877,"https://www.automobile.fr/voiture/volkswagen-polo/vhc:car,ms1:25200_27_,frn:2018,prx:22500,mlx:100000,dmg:false","[1686, 1687]"
19879,https://context.reverso.net/traduction/espagnol-francais/aspirando,"[692, 1265, 1494, 474]"
19881,https://dictionnaire.reverso.net/francais-synonymes/Gratulieren,"[692, 1265, 108, 1494, 474]"
19882,https://www.societe.com/etablissement/casa-mia-34-84174590400018.html,[377]
19885,http://www.jeuxvideo.com/forums/42-3013697-57887807-1-0-1-0-yeux-du-kosmos.htm,[381]
19886,https://conjugueur.reverso.net/conjugaison-espagnol-verbe-comerzar.html,"[692, 1265, 108, 1494]"
19890,https://bebes.aufeminin.com/forum/que-faire-d-un-gateau-en-miettes-fd5419141,[907]
19893,https://mobile-dictionary.reverso.net/espagnol-francais/estar%20mano%20sobre%20mano,"[1265, 692, 1494, 474]"
19896,https://larochesuryon.maville.com/sortir/agenda_liste_-_------18(:)02(:)2020-true_agenda.Htm,[572]
19897,https://mobile-dictionary.reverso.net/francais-synonymes/amical,"[692, 1265, 108, 1494, 474]"
19898,https://www.ouest-france.fr/pays-de-la-loire/saint-paul-en-pareds-85500/saint-paul-en-pareds-l-ecole-privee-du-sacre-coeur-celebre-noel-6655665,[572]
19902,http://lescopainsd-abord.over-blog.com/2014/10/mon-ami-ben-par-nath-didile.html,"[211, 358]"
19903,https://www.ouest-france.fr/normandie/pierres-14410/pierres-sarah-anne-presente-ses-voeux-aux-habitants-6711577,[572]
19906,https://www.ouest-france.fr/normandie/saint-hilaire-du-harcouet-50600/saint-hilaire-bertrand-heudes-est-candidat-la-mairie-6564445,[572]
19908,https://www.autoscout24.fr/offres/mercedes-benz-cla-180-inkl-hu-grosse-inspektion-r-kamera-navi-essence-blanc-08149658-28bd-461e-adbb-5b0bf3f1617c,"[1686, 1687]"
19909,https://chefsimon.com/gourmets/famoh/recettes/buns-farcis-e96472bd-0fa2-41f7-a658-5e73f77fe83e,"[907, 122]"
19917,https://www.programme-tv.net/news/tv/203420-clash-cyril-hanouna-insulte-en-plein-direct-yann-barthes-qui-lui-fait-une-reponse-cinglante,[184]
19918,https://www.duden.de/suchen/dudenonline/empfinden,"[692, 1265, 108, 1494, 474]"
19919,https://www.supersoluce.com/soluce/grand-theft-auto-v/une-starlette-vinewood,[381]
19920,https://www.societe.com/etablissement/ofgp-paturesens-82088590300022.html,[377]
19921,https://www.lalanguefrancaise.com/dictionnaire/definition-entournure,"[692, 907]"
19926,https://www.societe.com/societe/holding-groupe-bulteau-350469037.html,[377]
19927,https://www.letelegramme.fr/economie/entreprise-familiale-ma-mission-c-est-transmettre-08-03-2017-11425697.php,[572]
19930,https://www.forums.supertoinette.com/recettes-497215-gouter-pour-20-adultes,"[907, 122]"
19931,https://www.le-dictionnaire.com/definition/lucarne,"[692, 1265, 108, 1494, 474]"
19934,https://photo.gala.fr/photos-alexandra-de-hanovre-tres-stylee-pour-la-fashion-week-parisienne-38028,[184]
19935,https://www.cuisineaz.com/diaporamas/plats-complets-pour-moins-de-5-euros-879/interne/recette/4.aspx,"[907, 122]"
19936,http://www.jeuxvideo.com/forums/42-36-61898900-5-0-1-0-gdc-un-repere-de-fachos.htm,[381]
19937,https://www.programme-tv.net/news/tv/218988-nagui-succombe-au-charme-dune-candidate-de-tlmvpsp-et-lui-donne-un-baiser-video,[184]
19939,https://www.societe.com/societe/monsieur-pierre-susbielles-392670782.html,[377]
19940,https://www.societe.com/etablissement/tendance-vins-81296678600012.html,[377]
19941,"https://www.automobile.fr/voiture/audi-a3/lieu/66111-saarbr%C3%BCcken-allemagne/vhc:car,cnt:de,loc:66111+saarbr%C3%BCcken%2C%2C+allemagne,rng:300,pgn:8,pgs:10,ms1:1900_8_,frn:2017,prx:25000,ful:diesel,ger:automatic_gear,pwn:110,pwx:110,cli:automatic_climatisation,cnd:used,dmg:false",[1687]
19944,https://www.societe.com/societe/auvendis-auray-855500153.html,"[1686, 1687]"
19947,https://chefsimon.com/recettes/lait-de-courge,"[907, 122]"
19948,https://m.mobile.de/auto-inserat/audi-a6-limousine-sport-3-0-tdi-tiptronic-s-line-acc-suhl/287696468.html,"[1686, 1687]"
19952,https://www.millenium.org/guide/325518.html,"[381, 1343]"
19957,https://www.ouest-france.fr/bretagne/taden-22100/la-pizza-des-lys-se-promene-entre-trelat-et-taden-4543383,"[907, 572]"
19960,https://gaming.gentside.com/candy-crush/candy-crush-saga-la-solution-pour-passer-le-niveau-511-en-video_art1109.html,"[381, 211]"
19962,https://www.voici.fr/news-people/actu-people/photo-nathalie-pechalat-publie-une-photo-de-sa-balade-avec-sa-fille-jeanne-609626,"[184, 358]"
19963,https://en.bab.la/dictionary/french-english/lev%C3%A9e-en-masse,"[692, 1265, 1494, 474]"
19965,https://conjugueur.reverso.net/conjugaison-francais-verbe-p%C3%A9cher.html,"[692, 108, 474]"
19966,https://fr.shopping.rakuten.com/s/ram+ddr4+2400+mhz+2x8go,[531]
19968,https://dictionnaire.reverso.net/anglais-francais/brush,"[692, 1265, 108, 1494, 474]"
19969,https://www.programme-tv.net/news/cinema/105603-cesar-2017-marion-cotillard-lily-rose-depp-revivez-la-soiree-des-revelations-photos,[184]
19971,https://www.societe.com/societe/monsieur-frederic-bonhomme-492947288.html,[377]
19972,https://www.listesdemots.net/c/b/6/motscontenantbeelou.htm,"[692, 1494]"
19978,https://www.societe.com/societe/menuiserie-charpente-chatal-350310413.html,[377]
19980,https://www.purepeople.com/article/top-chef-2018-adrien-elimine-camille-et-victor-en-finale_a282280/1,[122]
19982,http://www.allocine.fr/video/player_gen_cmedia=19565330&cserie=17598.html,[211]
19985,https://www.societe.com/societe/tilly-sabco-bretagne-808571178.html,[377]
19992,https://fr.shopping.rakuten.com/offer/buy/1368861272/cpl1368861273_ALL/-chaussures-moto-soubirac-viper-noir.html,[531]
19993,https://m.programme-tv.net/news/series-tv/64192-glee-ces-moments-inoubliables-qui-ont-marque-l-histoire-de-la-serie-videos,"[184, 211, 358]"
19999,http://www.jeuxvideo.com/wikis-soluce-astuces/cheat-codes/226852,[381]
20001,https://fr.shopping.rakuten.com/s/dvd+apprendre+danse+orientale,[531]
20004,"https://www.automobile.fr/voiture/opel-astra/vhc:car,cnt:de!fr!be,pgn:10,pgs:10,ms1:19000_5_,frn:2010,prx:6000,ful:petrol,mlx:200000,ger:manual_gear,pwn:55,drc:four_or_five,stn:5,dmg:false,vcg:limousine!smallcar",[1687]
20005,https://clients.cdiscount.com/DisplayOrderTrackingByOrderId.mvc/00000000000000000000K3J8JX,[531]
20007,https://dictionnaire.reverso.net/portugais-francais/lado,"[692, 1265, 108, 1494, 474]"
20008,http://www.allocine.fr/personne/fichepersonne-47263/photos,[184]
20009,https://annuaire.118712.fr/Isere-38/Les-deux-alpes-38860/Melt-in-art-0457300016_1O0060L00002D80300C50181S,[377]
20010,"https://www.automobile.fr/Voiture/BMW-430d-Gran-Coup%C3%A9-xDrive-Sportpaket/vhc:car,pgn:3,pgs:10,srt:price,sro:asc,ms1:3500_105_,frn:2009,prx:27500,ful:diesel,mlx:125000,itp:partial_leather!leather,dmg:false,nvs:true,srf:true/pg:vipcar/292155915.html","[1686, 1687]"
20014,https://m.programme-tv.net/news/evenement/les-princes-et-les-princesses-de-lamour-2018/227301-plus-amoureuse-que-jamais-darthur-elsa-dasc-etrille-adrien-laurent-il-ne-sait-pas-ce-que-cest-de-donner-de-lamour/amp,[184]
20017,https://www.ouest-france.fr/normandie/villers-bocage-14310/emilie-le-lagadec-nouvelle-presidente-de-lecole-de-danse-2804278,[572]
20019,https://www.millenium.org/news/348876.html,"[381, 1343]"
20020,https://mobile-dictionary.reverso.net/francais-definition/plussoyance,"[692, 1265, 108, 1494, 474]"
20021,http://www.allocine.fr/personne/fichepersonne-101745/photos/detail,[184]
20022,https://www.supercheats.com/gameboy/pokemongoldcodes.htm,[381]
20023,https://www.elmundo.es/album/loc/casa-real/2020/01/08/5e15e200fdddffb30e8b46a9_2.html,"[184, 358]"
20024,https://www.francebleu.fr/sports/football/le-limoges-football-club-place-en-liquidation-judiciaire-1578505509,[572]
20026,https://www.ouest-france.fr/pays-de-la-loire/saint-leonard-des-bois-72130/saint-leonard-des-bois-le-gasseau-repart-pour-une-nouvelle-saison-ce-dimanche-287ced2d-adc3-3fee-8f92-a923851ac148,[572]
20028,https://fr.shopping.rakuten.com/s/balance+0+01g,[531]
20030,"https://www.automobile.fr/voiture/volkswagen-tiguan/vhc:car,pgn:6,pgs:10,srt:price,sro:asc,ms1:25200_54_,frn:2015,ful:petrol,ger:automatic_gear,dmg:false",[1687]
20035,https://www.promobil.de/neuheiten/matrix-plus-600dt-csd-silver-edition-2020,[1686]
20037,http://m.jeuxvideo.com/forums/42-3003298-48754424-1-0-1-0-jeu-en-local.htm,"[381, 1343]"
20038,https://www.cram.com/essay/Amy-Hempel-s-The-Harvest/P38NAJULU6EEX,[474]
20043,https://www.750g.com/recettes_roules_au_lard.htm,"[907, 122]"
20044,https://m.programme-tv.net/programme/culture-infos/r8012-pieces-a-conviction/5383852-le-prix-de-leau-que-cache-notre-facture,[358]
20045,https://dictionnaire.reverso.net/francais-polonais/correcteur+orthographique,"[692, 1265, 108, 1494, 474]"
20047,http://www.jeuxvideo.com/forums/42-78-60889605-1-0-1-0-160-kg-a-la-presse-cuisse-c-est-bien.htm,[381]
20051,https://fr.shopping.rakuten.com/offer/buy/48778411/Robine-Jean-Marie-Gestalt-Therapie-La-Construction-Du-Soi-Livre.html,[531]
20052,http://m.jeuxvideo.com/forums/42-78-45654687-1-0-1-0-etude-pour-perdre-du-gras-baissez-les-lipides-et-non-les-glucides.htm,[1343]
20055,https://www.weeronline.nl/Europa/Frankrijk/Plougrescant/4262674,"[63, 1254, 1119]"
20059,https://fr.shopping.rakuten.com/offer/buy/4149481346/tour-de-lit-mickey-disney.html,[531]
20060,https://www.cuisineactuelle.fr/recettes/boulettes-de-boeuf-au-persil-209490,"[907, 122]"
20061,https://fr.shopping.rakuten.com/offer/buy/195201525/derriere-la-banquise-de-pierre-dubard.html,[531]
20062,"https://www.ladepeche.fr/2020/01/28/la-ceremonie-des-voeux-dalain-toppan,8691839.php",[572]
20066,"https://www.automobile.fr/voiture/mercedes-benz-citan/vhc:car,pgn:11,pgs:10,srt:price,sro:asc,ms1:17200_224_,frn:2009,ful:diesel,dmg:false",[1687]
20068,https://www.cdiscount.com/animalerie/chats/coque-sony-xperia-l3-arbre-chat-3d-motif-cuir-prem/f-1621109-max2009046787676.html,[531]
20070,https://www.femmeactuelle.fr/actu/news-actu/renaud-revient-sur-ses-propos-sur-jean-jacques-goldman-2020124,[184]
20071,http://www.noviceencuisine.com/2018/06/moelleux-citron-fraises-et-pistaches.html,[907]
20073,https://annuaire.118712.fr/ppart/Aveyron-12/Saint-georges-de-luzencon-12100/Grupposo_jean-pierre-JEFEFBCJDI_4E0010F00002R00100T50411S,[377]
20074,https://www.over-blog.com/user/523160.html,"[907, 122]"
20076,https://saveig.org/hedi_zaiem_fans,[184]
20077,https://www.francebleu.fr/emissions/qu-est-ce-qui-fait-courir-la-ville/loire-ocean/un-nouveau-marche-le-mercredi-apres-midi-a-indre-44,[377]
20080,https://www.closermag.fr/people/noemie-lenoir-rayonne-au-cote-de-son-cheri-55733,"[184, 358]"
20081,https://www.750g.com/brioche-marbree-au-chocolat-r78957.htm,[907]
20083,https://www.gala.fr/l_actu/news_de_stars/photos-zara-tindall-la-petite-fille-delizabeth-ii-et-son-mari-mike-leur-geste-ose-qui-ne-va-pas-plaire-a-la-reine_418056,[184]
20087,"https://www.mobile.de/ru/%D0%B0%D0%B2%D1%82%D0%BE%D0%BC%D0%BE%D0%B1%D0%B8%D0%BB%D1%8C/opel-astra/vhc:car,pgn:2,pgs:10,ms1:19000_5_,frn:2010,prx:2000",[1686]
20089,https://www.warlegend.net/soluce-super-mario-odyssey-les-lunes-pays-des-sables/3,[381]
20093,https://dirigeant.societe.com/dirigeant/Franck.VANWORMHOUDT.52253063.html,[377]
20095,https://www.noticiasaominuto.com/fama/1411538/diogo-picarra-mostra-enorme-barriga-de-gravida-da-companheira,"[184, 358]"
20097,https://www.purepeople.com/media/todd-phillips-realisateur-et-sa-compag_m5061710,[184]
20098,https://www.cuisineactuelle.fr/recettes/salade-de-canard-aux-pommes-caramelisees-197561,"[907, 122]"
20101,https://www.aufeminin.com/looks-stars/quand-kate-middleton-recycle-pour-la-4eme-fois-sa-robe-preferee-s1840417.html,[184]
20103,https://www.femmeactuelle.fr/cuisine/recettes/plat/cremeux-de-quinoa-au-lait-de-coco-et-crevettes-242005,"[907, 122]"
20104,https://www.supersoluce.com/soluce/legend-zelda-twilight-princess-hd/boucle-d-oreille-de-coraille-et-odeur-fetide,[381]
20107,https://www.societe.com/societe/atelier-l-image-colle-449558477.html,[377]
20109,https://odelices.ouest-france.fr/recette/parmentier-de-saumon-r1798,[122]
20110,"https://www.automobile.fr/cat%C3%A9gorie/voiture/vhc:car,pgn:3,pgs:10,srt:date,sro:desc,frn:2016,ful:petrol!diesel,ger:automatic_gear,dmg:true","[1686, 1687]"
20111,https://www.societe.com/societe/urps-grand-est-823939475.html,[377]
20112,https://fr.dotabuff.com/players/846450642,[1343]
20113,https://cuisine.journaldesfemmes.fr/recette/309339-tarte-fondante-aux-pommes,[907]
20114,https://annuaire.118712.fr/ppart/Loir-et-cher-41/Avaray-41500/Malfray_mauricette-JBEDHAGGBI_6E0070F00001R50300T90840S,[377]
20115,https://fr.shopping.rakuten.com/s/3346030026250,[531]
20116,https://clients.cdiscount.com/MailBox/MailMessage.html/1480413511/CDISCOUNT_MAIL,[531]
20117,https://www.lachainemeteo.com/meteo-france/ville-214189/previsions-meteo-montfort-sur-meu-aujourdhui,"[63, 1254]"
20118,https://www.lachainemeteo.com/meteo-france/ville-443794/previsions-meteo-saint-philbert-de-bouaine-aujourdhui,"[63, 1254, 1119]"
20119,https://context.reverso.net/traduction/italien-francais/pigro,"[692, 1265, 1494, 474]"
20123,https://www.letelegramme.fr/morbihan/le-tour-du-parc/fete-du-parc-a-la-chasse-au-tresor-13-06-2016-11106028.php,[572]
20124,https://www.op.gg/champion/missfortune/statistics/adc,[1343]
20125,https://www.cdiscount.com/au-quotidien/nestle-smarties-yaourt-vanille-smarties-4x120g/f-127-nes3023290400326.html,[907]
20126,https://www.letelegramme.fr/morbihan/lorient/lycees-saint-louis-et-la-paix-un-pret-a-troquer-le-20-mars-02-03-2016-10977323.php,[572]
20129,https://dictionnaire.reverso.net/francais-synonymes/g%C3%A9n%C3%A9ral,"[692, 1265, 108, 1494, 474]"
20131,https://www.fourchette-et-bikini.fr/recettes/recettes-minceur/galettes-legeres-ricotta-epinards.html,"[907, 122]"
20132,https://www.numeroinconnu.fr/numero/0970818917,[377]
20133,https://www.dexerto.fr/call-of-duty/manquez-aucun-trophee-modern-warfare-guide-detaille-1177581,[381]
20134,http://grellou.over-blog.com/article-protege-carnet-de-sante-pour-ado-64553802.html,[907]
20136,https://1mot.net/vane,"[692, 1265, 1494, 474]"
20138,https://www.750g.com/recettes_porc_a_l_ananas.htm,"[907, 122]"
20143,https://www.cuisineactuelle.fr/recettes/financier-amande-pistache-311817,"[907, 122]"
20144,http://www.allocine.fr/personne/fichepersonne_gen_cpersonne=860.html,[184]
20145,https://www.societe.com/societe/caisse-des-ecoles-de-saint-herblain-264402546.html,[377]
20147,https://www.windfinder.com/weatherforecast/siouville,"[63, 1254, 1119]"
20148,"https://www.automobile.fr/voiture/audi-a3/vhc:car,ms1:1900_8_,frn:2018,dmg:true","[1686, 1687]"
20149,https://www.letelegramme.fr/bretagne/greve-sncf-plusieurs-tgv-et-ter-supprimes-ce-mardi-en-bretagne-22-09-2019-12389694.php,[572]
20152,https://animedigitalnetwork.fr/video/naruto-shippuden-film-6,[211]
20153,https://www.societe.com/etablissement/aptol-france-sas-85123105000010.html,[377]
20156,https://context.reverso.net/traduction/francais-italien/jamais+sans,"[692, 1265, 108, 1494, 474]"
20157,http://m.meteocity.com/City/meteoCityTwelveDays/100861,"[63, 1254, 1119]"
20159,https://dict.leo.org/allemand-fran%C3%A7ais/hervorheben,"[692, 1265, 1494, 474]"
20162,https://www.lavoixdunord.fr/93238/article/2016-12-21/gwenaelle-et-sebastien,[572]
20166,http://m.jeuxvideo.com/forums/42-22728-61628844-1-0-1-0-braquage-du-casino-tableau-de-phase-finale.htm,"[381, 1343, 211]"
20168,https://www.meteoblue.com/fr/meteo/14-jours/villaroger_france_2968939,"[63, 1254, 1119]"
20172,https://dictionnaire.reverso.net/italien-francais/agneau,"[692, 1265, 1494, 474]"
